,Año,Emision_CO2,Emisiones_CO2_percapita,Clave_Hash
9520,1965,"3.678,00",0.681321623,80906
9521,1966,"4.917,45",0.881376155,80906
9522,1967,"4.609,42",0.79920877,80906
9523,1968,"5.962,54",0.999881608,80906
9524,1969,"7.242,33",1.174380361,80906
9525,1970,"6.659,27",1.043969071,80906
9526,1971,"8.885,14",1.346362817,80906
9527,1972,"7.766,71",1.137351483,80906
9528,1973,"7.895,05",1.117254659,80906
9529,1974,"9.666,21",1.322022489,80906
9530,1975,"11.184,35",1.478629032,80906
9531,1976,"13.758,58",1.758822695,80906
9532,1977,"14.664,33",1.813064375,80906
9533,1978,"15.221,72",1.82005109,80906
9534,1979,"22.548,38",2.60617582,80906
9535,1980,"20.802,89",2.322747728,80906
9536,1981,"26.637,09",2.871222687,80906
9537,1982,"24.488,23",2.547270265,80906
9538,1983,"27.960,88",2.807081998,80906
9539,1984,"33.091,01",3.208518556,80906
9540,1985,"29.651,36",2.779664478,80906
9541,1986,"31.352,85",2.844900849,80906
9542,1987,"36.226,29",3.184792891,80906
9543,1988,"36.945,03",3.149560234,80906
9544,1989,"34.565,14",2.859290244,80906
9545,1990,"37.451,07",3.007746352,80906
9546,1991,"43.193,59",3.369871672,80906
9547,1992,"44.436,71",3.369943563,80906
9548,1993,"47.117,28",3.474817624,80906
9549,1994,"48.532,75",3.481289575,80906
9550,1995,"43.996,67",3.069828541,80906
9551,1996,"44.249,69",3.00278647,80906
9552,1997,"40.967,72",2.703790044,80906
9553,1998,"50.281,90",3.229658913,80906
9554,1999,"52.379,43",3.279365006,80906
9555,2000,"51.048,31",3.121447409,80906
9556,2001,"48.785,77",2.92228095,80906
9557,2002,"39.068,22",2.298465641,80906
9558,2003,"54.286,27",3.137147741,80906
9559,2004,"51.110,65",2.892196561,80906
9560,2005,"50.633,94",2.792388308,80906
9561,2006,"53.589,54",2.861435589,80906
9562,2007,"66.468,04",3.421673064,80906
9563,2008,"67.542,47",3.360814123,80906
9564,2009,"61.953,97",3.012318451,80906
9565,2010,"61.576,26",2.971741072,80906
9566,2011,"57.670,91",2.736990943,80906
9602,1995,"11,001",0.717425329,114112
9603,1996,"11,001",0.688983529,114112
9604,1997,"11,001",0.665638047,114112
9605,1998,"14,668",0.857076078,114112
9606,1999,"14,668",0.821000784,114112
9607,2000,"14,668",0.777071413,114112
9608,2001,"14,668",0.726642227,114112
9609,2002,"99,009",4.554231831,114112
9610,2003,"102,676",4.385614215,114112
9611,2004,"102,676",4.102937063,114112
9612,2005,"121,011",4.575085066,114112
9613,2006,"143,013",5.173757326,114112
9614,2007,"165,015",5.762099309,114112
9615,2008,"179,683",6.094874665,114112
9616,2009,"179,683",5.940523027,114112
9617,2010,"190,684",6.152486045,114112
9618,2011,"190,684",6.010149084,114112
9619,1960,"55,005",0.018319148,40122
9620,1961,"51,338",0.016769326,40122
9621,1962,"84,341",0.027011966,40122
9622,1963,"91,675",0.028785393,40122
9623,1964,"99,009",0.030484962,40122
9624,1965,"106,343",0.032118858,40122
9625,1966,"84,341",0.025000571,40122
9626,1967,"117,344",0.034149083,40122
9627,1968,"124,678",0.035614369,40122
9628,1969,"161,348",0.045198329,40122
9629,1970,"124,678",0.034206048,40122
9630,1971,"150,347",0.040335817,40122
9631,1972,"121,011",0.031708993,40122
9632,1973,"161,348",0.041278891,40122
9633,1974,"150,347",0.037581949,40122
9634,1975,"183,35",0.044841371,40122
9635,1976,"183,35",0.043936478,40122
9636,1977,"198,018",0.046540236,40122
9637,1978,"194,351",0.044818627,40122
9638,1979,"201,685",0.045615147,40122
9639,1980,"209,019",0.046316972,40122
9640,1981,"209,019",0.045330868,40122
9641,1982,"205,352",0.043543007,40122
9642,1983,"205,352",0.042515458,40122
9643,1984,"216,353",0.043662797,40122
9644,1985,"179,683",0.03528281,40122
9645,1986,"187,017",0.035661969,40122
9646,1987,"198,018",0.036607124,40122
9647,1988,"66,006",0.011817325,40122
9648,1989,"102,676",0.017797043,40122
9649,1990,"146,68",0.024618909,40122
9650,1991,"69,673",0.011326709,40122
9651,1992,"88,008",0.013859148,40122
9652,1993,"99,009",0.015100597,40122
9653,1994,"102,676",0.015159372,40122
9654,1995,"102,676",0.014664577,40122
9655,1996,"106,343",0.014684167,40122
9656,1997,"113,677",0.015168779,40122
9657,1998,"113,677",0.014648802,40122
9658,1999,"121,011",0.015046042,40122
9659,2000,"176,016",0.021096635,40122
9660,2001,"172,349",0.019893465,40122
9661,2002,"168,682",0.018738068,40122
9662,2003,"381,368",0.040772689,40122
9663,2004,"377,701",0.038896151,40122
9664,2005,"399,703",0.039700606,40122
9665,2006,"407,037",0.039049501,40122
9666,2007,"462,042",0.042863011,40122
9667,2008,"509,713",0.045756274,40122
9668,2009,"491,378",0.042689415,40122
9669,2010,"517,047",0.043462549,40122
9670,2011,"539,049",0.043830424,40122
9671,1960,"66,006",0.04176239,40435
9672,1961,"91,675",0.057385536,40435
9673,1962,"88,008",0.054569873,40435
9674,1963,"106,343",0.065170616,40435
9675,1964,"132,012",0.079426162,40435
9676,1965,"132,012",0.077261809,40435
9677,1966,"179,683",0.101285266,40435
9678,1967,"198,018",0.106722646,40435
9679,1968,"194,351",0.099883286,40435
9680,1969,"242,022",0.118935048,40435
9681,1970,"275,025",0.130003437,40435
9682,1971,"315,362",0.144286786,40435
9683,1972,"399,703",0.177837447,40435
9684,1973,"403,37",0.17512357,40435
9685,1974,"377,701",0.160272135,40435
9686,1975,"311,695",0.129310094,40435
9687,1976,"322,696",0.13094,40435
9688,1977,"462,042",0.183454394,40435
9689,1978,"355,699",0.138056828,40435
9690,1979,"1.382,46",0.523094998,40435
9691,1980,"718,732",0.264158322,40435
9692,1981,"627,057",0.222987613,40435
9693,1982,"733,4",0.251582424,40435
9694,1983,"546,383",0.180540237,40435
9695,1984,"608,722",0.193838595,40435
9696,1985,"550,05",0.169090331,40435
9697,1986,"707,731",0.210418297,40435
9698,1987,"766,403",0.220709013,40435
9699,1988,"792,072",0.221280747,40435
9700,1989,"836,076",0.226928849,40435
9701,1990,"773,737",0.204317098,40435
9702,1991,"843,41",0.216990176,40435
9703,1992,"836,076",0.209839683,40435
9704,1993,"865,412",0.21203813,40435
9705,1994,"832,409",0.19910809,40435
9706,1995,"953,42",0.222538831,40435
9707,1996,"1.059,76",0.241242257,40435
9708,1997,"986,423",0.218890638,40435
9709,1998,"1.166,11",0.252140513,40435
9710,1999,"1.536,47",0.323627088,40435
9711,2000,"1.356,79",0.278331027,40435
9712,2001,"1.162,44",0.232198805,40435
9713,2002,"1.232,11",0.239597746,40435
9714,2003,"1.463,13",0.276938269,40435
9715,2004,"1.397,13",0.257366421,40435
9716,2005,"1.338,46",0.239943071,40435
9717,2006,"1.221,11",0.213027516,40435
9718,2007,"1.411,80",0.239676702,40435
9719,2008,"1.730,82",0.285947797,40435
9720,2009,"1.683,15",0.270613774,40435
9721,2010,"1.719,82",0.269107041,40435
9722,2011,"2.097,52",0.319443622,40435
9723,1960,"3.714,67",0.135585899,91485
9724,1961,"4.147,38",0.146943964,91485
9725,1962,"5.034,79",0.173129693,91485
9726,1963,"5.570,17",0.185876631,91485
9727,1964,"7.480,68",0.242239551,91485
9728,1965,"7.451,34",0.234151126,91485
9729,1966,"9.479,20",0.289095946,91485
9730,1967,"12.167,11",0.360202673,91485
9731,1968,"17.099,22",0.49148481,91485
9732,1969,"14.561,66",0.406445895,91485
9733,1970,"15.375,73",0.416856903,91485
9734,1971,"19.248,08",0.506996471,91485
9735,1972,"21.836,99",0.559033986,91485
9736,1973,"24.455,22",0.60886946,91485
9737,1974,"24.246,20",0.58765087,91485
9738,1975,"24.407,55",0.576534275,91485
9739,1976,"28.778,62",0.66330279,91485
9740,1977,"32.159,59",0.724054056,91485
9741,1978,"35.067,52",0.772013732,91485
9742,1979,"36.736,01",0.791514277,91485
9743,1980,"40.135,32",0.846998833,91485
9744,1981,"38.048,79",0.787158397,91485
9745,1982,"37.909,45",0.769491254,91485
9746,1983,"42.452,86",0.845959176,91485
9747,1984,"45.973,18",0.89957509,91485
9748,1985,"48.672,09",0.935255919,91485
9749,1986,"49.702,52",0.93773426,91485
9750,1987,"56.944,84",1.054934555,91485
9751,1988,"67.003,42",1.219717469,91485
9752,1989,"78.891,84",1.413508129,91485
9753,1990,"95.833,38",1.693683193,91485
9754,1991,"105.235,57",1.838947637,91485
9755,1992,"115.187,80",1.994194341,91485
9756,1993,"130.735,88",2.244867961,91485
9757,1994,"145.469,89",2.477231531,91485
9758,1995,"167.585,57",2.827680548,91485
9759,1996,"186.965,66",3.122393535,91485
9760,1997,"193.096,89",3.189315169,91485
9761,1998,"171.065,55",2.792862527,91485
9762,1999,"182.810,95",2.949802786,91485
9763,2000,"188.355,46",3.004394232,91485
9764,2001,"202.132,37",3.187444917,91485
9765,2002,"215.975,30",3.367423073,91485
9766,2003,"232.198,11",3.582350264,91485
9767,2004,"252.344,61",3.858213428,91485
9768,2005,"256.169,29",3.889368866,91485
9769,2006,"264.181,68",3.992198458,91485
9770,2007,"265.061,76",3.994687144,91485
9771,2008,"264.753,73",3.984059667,91485
9772,2009,"279.403,40",4.198511915,91485
9773,2010,"298.141,77",4.470426149,91485
9774,2011,"303.370,91",4.534491734,91485
9807,1992,"7.220,32",1.307270034,63255
9808,1993,"5.170,47",0.920537096,63255
9809,1994,"2.354,21",0.412830894,63255
9810,1995,"2.449,56",0.423481371,63255
9811,1996,"2.827,26",0.482284027,63255
9812,1997,"2.152,53",0.362575167,63255
9813,1998,"2.497,23",0.415352474,63255
9814,1999,"2.519,23",0.413386431,63255
9815,2000,"2.236,87",0.36159312,63255
9816,2001,"2.291,88",0.364344122,63255
9817,2002,"1.881,17",0.293633921,63255
9818,2003,"2.075,52",0.317704421,63255
9819,2004,"2.563,23",0.38448718,63255
9820,2005,"2.442,22",0.358851867,63255
9821,2006,"2.658,58",0.382552666,63255
9822,2007,"3.289,30",0.463345439,63255
9823,2008,"2.970,27",0.409462437,63255
9824,2009,"2.838,26",0.382774553,63255
9825,2010,"2.834,59",0.373872943,63255
9826,2011,"2.783,25",0.35894763,63255
9859,1992,"28.976,63",7.464408949,70952
9860,1993,"28.444,92",7.125628865,70952
9861,1994,"34.198,44",8.350223855,70952
9862,1995,"34.620,15",8.266491006,70952
9863,1996,"31.363,85",7.349139933,70952
9864,1997,"30.157,41",6.955136208,70952
9865,1998,"26.490,41",6.026994787,70952
9866,1999,"34.759,49",7.812127944,70952
9867,2000,"35.364,55",7.856311088,70952
9868,2001,"39.229,57",8.618545082,70952
9869,2002,"40.149,98",8.727930825,70952
9870,2003,"42.086,16",9.054611238,70952
9871,2004,"43.241,26",9.206388246,70952
9872,2005,"45.507,47",9.584880616,70952
9873,2006,"46.684,58",9.722724787,70952
9874,2007,"56.042,76",11.535621682,70952
9875,2008,"56.834,83",11.557571762,70952
9876,2009,"50.340,58",10.110660861,70952
9877,2010,"57.267,54",11.358111025,70952
9878,2011,"62.217,99",12.183666584,70952
9921,2002,"161,348",0.180309934,113896
9922,2003,"161,348",0.173598686,113896
9923,2004,"176,016",0.18284831,113896
9924,2005,"176,016",0.179754718,113896
9925,2006,"179,683",0.1803952,113896
9926,2007,"183,35",0.180962382,113896
9927,2008,"190,684",0.185016931,113896
9928,2009,"183,35",0.174891045,113896
9929,2010,"183,35",0.171932157,113896
9930,2011,"183,35",0.16364808,113896
9931,1960,"11,001",0.178587662,75446
9932,1961,"11,001",0.172591779,75446
9933,1962,"11,001",0.166040299,75446
9934,1963,"11,001",0.159434783,75446
9935,1964,"11,001",0.153309085,75446
9936,1965,"11,001",0.147936474,75446
9937,1966,"11,001",0.143266438,75446
9938,1967,"14,668",0.185558142,75446
9939,1968,"14,668",0.180872053,75446
9940,1969,"11,001",0.132735675,75446
9941,1970,"25,669",0.304243214,75446
9942,1971,"18,335",0.214394294,75446
9943,1972,"22,002",0.254803182,75446
9944,1973,"25,669",0.295096856,75446
9945,1974,"22,002",0.251138582,75446
9946,1975,"33,003",0.373561072,75446
9947,1976,"29,336",0.328665218,75446
9948,1977,"29,336",0.324887038,75446
9949,1978,"36,67",0.401379159,75446
9950,1979,"40,337",0.43702532,75446
9951,1980,"40,337",0.433698539,75446
9952,1981,"47,671",0.510112143,75446
9953,1982,"44,004",0.469711687,75446
9954,1983,"47,671",0.508355105,75446
9955,1984,"47,671",0.508013811,75446
9956,1985,"47,671",0.507391994,75446
9957,1986,"47,671",0.506346458,75446
9958,1987,"55,005",0.582686257,75446
9959,1988,"69,673",0.735878749,75446
9960,1989,"69,673",0.733840304,75446
9961,1990,"77,007",0.809305112,75446
9962,1991,"95,342",1.000398724,75446
9963,1992,"69,673",0.73016422,75446
9964,1993,"84,341",0.882856006,75446
9965,1994,"91,675",0.958161751,75446
9966,1995,"95,342",0.994295487,75446
9967,1996,"77,007",0.800704972,75446
9968,1997,"99,009",1.025723639,75446
9969,1998,"88,008",0.907888629,75446
9970,1999,"110,01",1.129489312,75446
9971,2000,"95,342",0.973891193,75446
9972,2001,"88,008",0.894081313,75446
9973,2002,"102,676",1.037078935,75446
9974,2003,"117,344",1.178081642,75446
9975,2004,"110,01",1.09761938,75446
9976,2005,"113,677",1.127099486,75446
9977,2006,"128,345",1.264395559,75446
9978,2007,"113,677",1.112636906,75446
9979,2008,"121,011",1.17696662,75446
9980,2009,"132,012",1.276514272,75446
9981,2010,"117,344",1.128882988,75446
9982,2011,"102,676",0.983561959,75446
9983,1960,"2.581,57",3.042576086,96465
9984,1961,"4.602,09",5.318140742,96465
9985,1962,"7.238,66",8.22557013,96465
9986,1963,"1.309,12",1.466683323,96465
9987,1964,"3.795,35",4.201774216,96465
9988,1965,"5.196,14",5.694904424,96465
9989,1966,"4.055,70",4.408841377,96465
9990,1967,"4.638,76",5.009898285,96465
9991,1968,"4.041,03",4.338359103,96465
9992,1969,"3.905,36",4.164175142,96465
9993,1970,"8.998,82",9.512532823,96465
9994,1971,"8.104,07",8.47383423,96465
9995,1972,"8.243,42",8.509402916,96465
9996,1973,"9.398,52",9.565009556,96465
9997,1974,"10.051,25",10.080965687,96465
9998,1975,"9.622,21",9.512932939,96465
9999,1976,"15.925,78",15.527424914,96465
10000,1977,"16.175,14",15.556651218,96465
10001,1978,"15.328,06",14.541247632,96465
10002,1979,"16.725,19",15.642726003,96465
10003,1980,"16.937,87",15.606512621,96465
10004,1981,"17.260,57",15.654964528,96465
10005,1982,"18.426,68",16.443432595,96465
10006,1983,"16.303,48",14.317966616,96465
10007,1984,"17.535,59",15.173123498,96465
10008,1985,"20.755,22",17.725339152,96465
10009,1986,"17.385,25",14.682828387,96465
10010,1987,"17.520,93",14.658881918,96465
10011,1988,"15.867,11",13.168927454,96465
10012,1989,"16.142,13",13.300759295,96465
10013,1990,"16.959,88",13.879875178,96465
10014,1991,"21.048,58",17.113974564,96465
10015,1992,"20.986,24",16.958770443,96465
10016,1993,"16.820,53",13.516870646,96465
10017,1994,"19.853,14",15.878496316,96465
10018,1995,"20.967,91",16.707481508,96465
10019,1996,"21.781,98",17.309747172,96465
10020,1997,"19.229,75",15.253509027,96465
10021,1998,"19.317,76",15.300659621,96465
10022,1999,"22.816,07",18.039545186,96465
10023,2000,"23.894,17",18.844281456,96465
10024,2001,"25.144,62",19.761831933,96465
10025,2002,"27.223,81",21.304551431,96465
10026,2003,"27.902,20",21.729807671,96465
10027,2004,"30.813,80",23.876765063,96465
10028,2005,"29.512,02",22.755235621,96465
10029,2006,"46.431,55",35.630491252,96465
10030,2007,"48.202,72",36.816762904,96465
10031,2008,"46.636,91",35.455297817,96465
10032,2009,"48.331,06",36.569447891,96465
10033,2010,"50.916,30",38.337841043,96465
10034,2011,"49.574,17",37.140054241,96465
10035,1960,"1.727,16",0.409210934,81920
10036,1961,"1.767,49",0.413219709,81920
10037,1962,"1.796,83",0.412987372,81920
10038,1963,"1.947,18",0.438885211,81920
10039,1964,"2.757,58",0.608626004,81920
10040,1965,"2.464,22",0.532229806,81920
10041,1966,"2.885,93",0.60995309,81920
10042,1967,"3.087,61",0.638870928,81920
10043,1968,"3.597,33",0.729217813,81920
10044,1969,"3.857,68",0.766750589,81920
10045,1970,"3.744,01",0.730252974,81920
10046,1971,"4.213,38",0.808997391,81920
10047,1972,"4.737,76",0.894875928,81920
10048,1973,"4.829,44",0.896214474,81920
10049,1974,"5.397,82",0.982544075,81920
10050,1975,"5.548,17",0.988802531,81920
10051,1976,"5.848,87",1.018550977,81920
10052,1977,"6.758,28",1.147475938,81920
10053,1978,"7.491,68",1.238388743,81920
10054,1979,"8.771,46",1.41118106,81920
10055,1980,"9.493,86",1.487133929,81920
10056,1981,"9.834,89",1.500322874,81920
10057,1982,"9.526,87",1.415754792,81920
10058,1983,"11.305,36",1.63723944,81920
10059,1984,"11.547,38",1.639659356,81920
10060,1985,"11.939,75",1.644512167,81920
10061,1986,"12.064,43",1.610172285,81920
10062,1987,"11.749,07",1.528880767,81920
10063,1988,"12.464,13",1.586248073,81920
10064,1989,"13.234,20",1.662861143,81920
10065,1990,"13.267,21",1.626999657,81920
10066,1991,"15.489,41",1.862110553,81920
10067,1992,"15.023,70",1.769596697,81920
10068,1993,"16.501,50",1.92500175,81920
10069,1994,"15.940,45",1.814362999,81920
10070,1995,"15.735,10",1.756639352,81920
10071,1996,"16.758,19",1.84372724,81920
10072,1997,"16.945,21",1.83889212,81920
10073,1998,"18.001,30",1.928717924,81920
10074,1999,"18.331,33",1.938613247,81920
10075,2000,"19.922,81",2.085612248,81920
10076,2001,"20.817,56",2.157125878,81920
10077,2002,"20.861,56",2.139888911,81920
10078,2003,"21.246,60",2.159251001,81920
10079,2004,"22.299,03",2.245079437,81920
10080,2005,"22.662,06",2.259653006,81920
10081,2006,"22.992,09",2.270173481,81920
10082,2007,"24.110,53",2.357974494,81920
10083,2008,"24.825,59",2.403507634,81920
10084,2009,"24.785,25",2.374157343,81920
10085,2010,"26.743,43",2.535619365,81920
10086,2011,"25.643,33",2.402455639,81920
10087,1960,"16.820,53",0.610472837,52785
10088,1961,"17.363,25",0.615079033,52785
10089,1962,"21.631,63",0.748240893,52785
10090,1963,"22.669,39",0.765934318,52785
10091,1964,"26.336,39",0.869389659,52785
10092,1965,"27.388,82",0.88350566,52785
10093,1966,"31.547,20",0.994606735,52785
10094,1967,"33.523,71",1.033139072,52785
10095,1968,"36.314,30",1.093926523,52785
10096,1969,"38.807,86",1.142442561,52785
10097,1970,"42.639,88",1.226269354,52785
10098,1971,"47.733,34",1.340519914,52785
10099,1972,"53.857,23",1.476537446,52785
10100,1973,"59.486,07",1.591944715,52785
10101,1974,"61.136,22",1.597384621,52785
10102,1975,"65.697,97",1.676582979,52785
10103,1976,"73.721,37",1.838406196,52785
10104,1977,"81.572,42",1.988590819,52785
10105,1978,"77.256,36",1.841493162,52785
10106,1979,"75.576,87",1.761191592,52785
10107,1980,"75.763,89",1.72560127,52785
10108,1981,"79.874,59",1.777485936,52785
10109,1982,"86.988,57",1.891140647,52785
10110,1983,"90.541,90",1.923452098,52785
10111,1984,"95.796,71",1.990035479,52785
10112,1985,"106.717,03",2.170012253,52785
10113,1986,"116.881,96",2.328924743,52785
10114,1987,"129.907,14",2.538793912,52785
10115,1988,"126.309,82",2.423140289,52785
10116,1989,"139.316,66",2.625318852,52785
10117,1990,"145.858,59",2.701354922,52785
10118,1991,"148.619,84",2.70663221,52785
10119,1992,"153.108,25",2.743328079,52785
10120,1993,"159.136,80",2.806276561,52785
10121,1994,"156.848,59",2.722651321,52785
10122,1995,"171.974,97",2.938621811,52785
10123,1996,"188.205,11",3.165692135,52785
10124,1997,"198.535,05",3.287324985,52785
10125,1998,"200.614,24",3.270268939,52785
10126,1999,"196.771,22",3.158668771,52785
10127,2000,"216.151,32",3.417943997,52785
10128,2001,"194.552,69",3.031232765,52785
10129,2002,"205.685,70",3.158284495,52785
10130,2003,"218.523,86",3.307954341,52785
10131,2004,"225.421,49",3.365828062,52785
10132,2005,"237.390,58",3.498208379,52785
10133,2006,"261.614,78",3.807813745,52785
10134,2007,"284.658,21",4.094888791,52785
10135,2008,"285.274,27",4.055396583,52785
10136,2009,"277.844,92",3.898959122,52785
10137,2010,"298.002,42",4.121154855,52785
10138,2011,"320.840,50",4.383104516,52785
10191,1960,"828,742",0.082261435,53095
10192,1961,"704,064",0.067872188,53095
10193,1962,"766,403",0.071734466,53095
10194,1963,"803,073",0.072967619,53095
10195,1964,"1.034,09",0.091197378,53095
10196,1965,"1.162,44",0.099493979,53095
10197,1966,"1.371,46",0.113919012,53095
10198,1967,"1.760,16",0.141879278,53095
10199,1968,"1.653,82",0.129330813,53095
10200,1969,"1.796,83",0.136262225,53095
10201,1970,"1.767,49",0.129910219,53095
10202,1971,"2.464,22",0.175442591,53095
10203,1972,"2.167,20",0.149394933,53095
10204,1973,"3.186,62",0.212654571,53095
10205,1974,"2.306,54",0.149028875,53095
10206,1975,"2.284,54",0.142960145,53095
10207,1976,"2.790,59",0.169193803,53095
10208,1977,"2.013,18",0.118297183,53095
10209,1978,"2.203,87",0.125532492,53095
10210,1979,"2.071,86",0.114397667,53095
10211,1980,"1.884,84",0.100874969,53095
10212,1981,"2.123,19",0.110126729,53095
10213,1982,"2.167,20",0.10893351,53095
10214,1983,"2.218,54",0.108071159,53095
10215,1984,"2.368,88",0.111855376,53095
10216,1985,"2.357,88",0.107951269,53095
10217,1986,"2.299,21",0.102110783,53095
10218,1987,"2.390,88",0.103036754,53095
10219,1988,"2.288,21",0.095681462,53095
10220,1989,"2.207,53",0.089506896,53095
10221,1990,"2.372,55",0.093193873,53095
10222,1991,"2.434,89",0.092554962,53095
10223,1992,"2.361,55",0.086809282,53095
10224,1993,"2.636,57",0.093752155,53095
10225,1994,"2.445,89",0.084253005,53095
10226,1995,"3.553,32",0.118827004,53095
10227,1996,"3.461,65",0.112632755,53095
10228,1997,"2.882,26",0.09140236,53095
10229,1998,"2.555,90",0.079071362,53095
10230,1999,"2.537,56",0.076581937,53095
10231,2000,"2.651,24",0.077996969,53095
10232,2001,"3.127,95",0.089628512,53095
10233,2002,"3.589,99",0.10012397,53095
10234,2003,"3.806,35",0.103247503,53095
10235,2004,"4.363,73",0.115030752,53095
10236,2005,"5.504,17",0.140895494,53095
10237,2006,"6.028,55",0.149737237,53095
10238,2007,"5.980,88",0.144041145,53095
10239,2008,"6.340,24",0.147981815,53095
10240,2009,"6.189,90",0.139972868,53095
10241,2010,"6.849,96",0.150058649,53095
10242,2011,"7.301,00",0.1549349,53095
10243,1960,"421,705",0.062123143,46313
10244,1961,"407,037",0.058093129,46313
10245,1962,"429,039",0.059258262,46313
10246,1963,"432,706",0.057791138,46313
10247,1964,"491,378",0.063434872,46313
10248,1965,"627,057",0.078241525,46313
10249,1966,"733,4",0.088438728,46313
10250,1967,"810,407",0.094446073,46313
10251,1968,"982,756",0.110759703,46313
10252,1969,"1.177,11",0.128466241,46313
10253,1970,"1.444,80",0.152953031,46313
10254,1971,"1.441,13",0.148258939,46313
10255,1972,"1.382,46",0.138407546,46313
10256,1973,"1.180,77",0.115126231,46313
10257,1974,"1.195,44",0.113488165,46313
10258,1975,"1.133,10",0.10465462,46313
10259,1976,"990,09",0.088878839,46313
10260,1977,"806,74",0.070330243,46313
10261,1978,"700,397",0.059265519,46313
10262,1979,"674,728",0.055406955,46313
10263,1980,"627,057",0.049973645,46313
10264,1981,"528,048",0.040848435,46313
10265,1982,"546,383",0.041025446,46313
10266,1983,"616,056",0.044877747,46313
10267,1984,"583,053",0.041166715,46313
10268,1985,"619,723",0.042356587,46313
10269,1986,"704,064",0.046522803,46313
10270,1987,"770,07",0.049148349,46313
10271,1988,"865,412",0.053329051,46313
10272,1989,"803,073",0.04779554,46313
10273,1990,"803,073",0.046195119,46313
10274,1991,"828,742",0.04610929,46313
10275,1992,"839,743",0.045216691,46313
10276,1993,"832,409",0.043405139,46313
10277,1994,"762,736",0.03853902,46313
10278,1995,"993,757",0.048682634,46313
10279,1996,"1.114,77",0.052979573,46313
10280,1997,"1.147,77",0.052942695,46313
10281,1998,"1.349,46",0.060413993,46313
10282,1999,"1.408,13",0.061152878,46313
10283,2000,"1.532,81",0.064518456,46313
10284,2001,"1.620,81",0.066062194,46313
10285,2002,"1.668,49",0.065802909,46313
10286,2003,"1.708,82",0.065178032,46313
10287,2004,"1.851,84",0.068296243,46313
10288,2005,"2.284,54",0.081467347,46313
10289,2006,"2.654,91",0.091545632,46313
10290,2007,"3.127,95",0.104292991,46313
10291,2008,"3.160,95",0.101918826,46313
10292,2009,"3.377,31",0.105319919,46313
10293,2010,"3.589,99",0.108297319,46313
10294,2011,"3.799,01",0.110886576,46313
10327,1992,"641.681,00",12.30446257,51143
10328,1993,"546.111,64",10.466077237,51143
10329,1994,"447.010,97",8.609437684,51143
10330,1995,"445.943,87",8.657036837,51143
10331,1996,"412.335,82",8.075959979,51143
10332,1997,"341.196,02",6.743789914,51143
10333,1998,"328.636,54",6.553863668,51143
10334,1999,"332.549,23",6.694721194,51143
10335,2000,"320.774,49",6.523008856,51143
10336,2001,"321.650,91",6.606930345,51143
10337,2002,"318.687,97",6.611440672,51143
10338,2003,"352.259,35",7.36744656,51143
10339,2004,"343.124,86",7.231049259,51143
10340,2005,"333.869,35",7.087746223,51143
10341,2006,"326.484,01",6.977980583,51143
10342,2007,"321.412,55",6.910708277,51143
10343,2008,"311.042,27",6.724046202,51143
10344,2009,"260.063,64",5.64701422,51143
10345,2010,"304.496,68",6.638152001,51143
10346,2011,"286.227,69",6.262351962,51143
10347,1960,"4.319,73",1.701583242,58832
10348,1961,"4.121,71",1.602722878,58832
10349,1962,"4.011,70",1.540657486,58832
10350,1963,"4.319,73",1.639285075,58832
10351,1964,"4.558,08",1.71010101,58832
10352,1965,"5.522,50",2.04951949,58832
10353,1966,"5.405,16",1.985092957,58832
10354,1967,"4.884,44",1.77610139,58832
10355,1968,"4.884,44",1.760305265,58832
10356,1969,"5.595,84",2.002058644,58832
10357,1970,"5.742,52",2.043748325,58832
10358,1971,"5.808,53",2.061026822,58832
10359,1972,"6.076,22",2.153590174,58832
10360,1973,"5.775,53",2.046546099,58832
10361,1974,"5.683,85",2.012645583,58832
10362,1975,"5.969,88",2.109368618,58832
10363,1976,"5.896,54",2.075195781,58832
10364,1977,"5.650,85",1.977821272,58832
10365,1978,"5.742,52",1.996725279,58832
10366,1979,"6.277,90",2.167768811,58832
10367,1980,"5.837,86",2.002165462,58832
10368,1981,"5.375,82",1.831603428,58832
10369,1982,"4.873,44",1.649620669,58832
10370,1983,"3.817,35",1.283805976,58832
10371,1984,"3.450,65",1.153041387,58832
10372,1985,"3.296,63",1.094533463,58832
10373,1986,"3.179,29",1.048913043,58832
10374,1987,"3.560,66",1.16744307,58832
10375,1988,"4.807,44",1.566402658,58832
10376,1989,"4.880,78",1.580058498,58832
10377,1990,"3.993,36",1.284044917,58832
10378,1991,"4.554,41",1.454132887,58832
10379,1992,"5.170,47",1.63889411,58832
10380,1993,"4.466,41",1.405345112,58832
10381,1994,"4.066,70",1.270207996,58832
10382,1995,"4.591,08",1.423677138,58832
10383,1996,"5.441,83",1.675419538,58832
10384,1997,"5.555,51",1.698404531,58832
10385,1998,"5.687,52",1.727607989,58832
10386,1999,"6.725,28",2.032224767,58832
10387,2000,"5.306,15",1.597639979,58832
10388,2001,"5.089,80",1.529797226,58832
10389,2002,"4.620,42",1.388443312,58832
10390,2003,"4.598,42",1.382717957,58832
10391,2004,"5.610,51",1.687830315,58832
10392,2005,"5.775,53",1.736682435,58832
10393,2006,"6.648,27",1.995853849,58832
10394,2007,"5.999,21",1.796305712,58832
10395,2008,"8.280,09",2.471053756,58832
10396,2009,"8.074,73",2.401221496,58832
10397,2010,"6.453,92",1.912604677,58832
